Inventory_ID,Product_ID,Warehouse_ID,Stock_Units,Reorder_Level,Safety_Stock,Inventory_Date,Stock_Value
INV00398,PROD0059,WH01,1036,819,244,2025-09-26,1634725.12
INV00399,PROD0059,WH10,4131,1363,61,2025-09-25,6518387.52
INV00400,PROD0048,WH11,2148,929,738,2025-06-18,129481.44
INV00401,PROD0169,WH06,3865,755,226,2025-02-02,2722080.85
INV00402,PROD0013,WH09,3157,980,266,2026-01-12,6758568.74
INV00403,PROD0107,WH09,3587,1093,60,2025-08-02,1328373.71
INV00404,PROD0045,WH08,3294,809,495,2026-07-16,1652072.76
INV00405,PROD0089,WH05,4261,947,679,2026-03-16,10129504.86
INV00406,PROD0181,WH01,2430,481,213,2026-05-07,4171240.8
INV00407,PROD0170,WH09,1879,860,600,2026-01-28,906579.92
INV00408,PROD0100,WH01,3966,1123,102,2026-05-04,4932236.58
INV00409,PROD0191,WH08,3713,1195,267,2025-01-29,472924.81
INV00410,PROD0155,WH05,4126,945,767,2025-02-08,10000268.72
INV00411,PROD0166,WH03,4106,286,409,2025-06-22,9145334.86
INV00412,PROD0188,WH11,2011,1302,434,2025-01-17,2120257.63
INV00413,PROD0007,WH07,3373,1428,105,2025-02-25,3034317.07
INV00414,PROD0133,WH07,2143,990,167,2025-08-14,92599.03
INV00415,PROD0045,WH09,2500,1477,302,2026-07-12,1253850.0
INV00416,PROD0058,WH07,4581,503,229,2025-03-08,8000212.59
INV00417,PROD0031,WH11,1289,329,464,2025-07-16,245374.04
INV00418,PROD0023,WH03,1447,795,284,2025-01-23,2305374.87
INV00419,PROD0170,WH11,3199,1499,757,2026-08-29,1543453.52
INV00420,PROD0138,WH01,1943,757,129,2025-08-25,3163767.47
INV00421,PROD0160,WH08,3183,1098,696,2026-07-20,5011569.84
INV00422,PROD0107,WH12,3216,1406,71,2025-05-18,1190981.28
INV00423,PROD0181,WH03,3136,1491,526,2026-04-18,5383132.16
INV00424,PROD0158,WH12,3318,277,489,2026-07-07,5786392.92
INV00425,PROD0039,WH08,2782,983,786,2025-08-17,3209760.32
INV00426,PROD0159,WH08,990,873,619,2025-11-13,1133084.7
INV00427,PROD0082,WH05,4920,437,142,2026-08-21,11022669.6
INV00428,PROD0100,WH12,2153,1357,241,2026-07-15,2677535.39
INV00429,PROD0002,WH01,225,1415,152,2025-07-20,415950.75
INV00430,PROD0077,WH10,776,477,445,2025-09-15,210497.76
INV00431,PROD0012,WH07,2837,1241,56,2026-04-25,329687.77
INV00432,PROD0039,WH12,687,723,689,2025-06-27,792633.12
INV00433,PROD0194,WH10,529,379,616,2025-05-03,1073462.67
INV00434,PROD0013,WH05,3442,322,280,2025-12-08,7368702.44
INV00435,PROD0046,WH08,2153,1469,623,2025-06-20,403386.08
INV00436,PROD0155,WH09,1294,1274,289,2025-02-28,3136293.68
INV00437,PROD0113,WH11,1526,1294,139,2026-04-10,298821.32
INV00438,PROD0017,WH07,4774,679,281,2025-09-17,5903862.58
INV00439,PROD0104,WH07,2896,1242,506,2026-01-08,6431842.24
INV00440,PROD0098,WH01,3103,283,282,2025-04-05,6135251.6
INV00441,PROD0188,WH04,2440,1378,403,2025-05-05,2572565.2
INV00442,PROD0192,WH02,4135,764,382,2025-02-10,332950.2
INV00443,PROD0088,WH02,3802,818,488,2025-09-11,9033171.8
INV00444,PROD0109,WH02,844,556,424,2025-01-07,1309271.88
INV00445,PROD0163,WH04,446,1015,341,2026-04-16,57056.78
INV00446,PROD0070,WH01,3915,846,394,2026-05-26,7612286.85
INV00447,PROD0158,WH04,3109,642,713,2026-08-04,5421909.46
INV00448,PROD0199,WH02,1234,1292,477,2025-03-10,2992746.16
INV00449,PROD0074,WH05,226,722,706,2025-03-22,244317.3
INV00450,PROD0063,WH03,4143,342,179,2026-06-26,2965807.98
INV00451,PROD0156,WH12,2959,391,190,2026-08-08,3890789.1
INV00452,PROD0060,WH08,1830,577,464,2025-09-19,4017801.6
INV00453,PROD0079,WH04,3779,780,142,2025-03-30,4801408.45
INV00454,PROD0037,WH01,186,734,675,2025-07-27,182205.6
INV00455,PROD0022,WH01,2877,1232,333,2025-08-01,4446087.03
INV00456,PROD0196,WH12,2535,1494,704,2025-09-23,985582.65
INV00457,PROD0148,WH10,1932,292,272,2025-10-20,4685389.8
INV00458,PROD0096,WH03,2924,728,793,2025-07-26,5510716.6
INV00459,PROD0068,WH09,848,1377,512,2025-11-29,882216.8
INV00460,PROD0192,WH07,2032,604,594,2025-03-18,163616.64
INV00461,PROD0017,WH02,1252,1039,325,2025-10-15,1548310.84
INV00462,PROD0012,WH09,1881,1372,731,2025-02-16,218591.01
INV00463,PROD0150,WH10,269,1088,189,2025-07-19,599732.81
INV00464,PROD0145,WH02,1630,1490,406,2026-03-03,930143.2
INV00465,PROD0138,WH03,4405,621,762,2025-07-29,7172617.45
INV00466,PROD0118,WH11,3203,671,72,2026-02-24,7901160.4
INV00467,PROD0193,WH10,1574,1092,785,2025-06-03,1496102.74
INV00468,PROD0022,WH02,2892,746,319,2026-06-06,4469267.88
INV00469,PROD0120,WH03,1695,830,714,2026-02-19,1586604.75
INV00470,PROD0050,WH06,3258,1237,382,2025-12-19,5578575.66
INV00471,PROD0014,WH09,3262,977,134,2025-06-06,5752830.58
INV00472,PROD0192,WH09,1445,563,670,2025-09-18,116351.4
INV00473,PROD0175,WH07,219,318,80,2025-03-18,533565.03
INV00474,PROD0029,WH12,52,1461,790,2026-05-03,85896.2
INV00475,PROD0164,WH03,1757,745,289,2025-05-11,1253074.83
INV00476,PROD0180,WH04,1666,1392,412,2026-08-02,3394108.48
INV00477,PROD0125,WH06,2785,721,438,2026-03-31,2645777.85
INV00478,PROD0007,WH11,719,833,702,2025-06-12,646805.21
INV00479,PROD0029,WH05,405,1162,717,2025-01-15,668999.25
INV00480,PROD0139,WH02,2294,1157,348,2025-08-20,4287302.48
INV00481,PROD0033,WH06,71,1082,420,2025-07-14,5742.48
INV00482,PROD0134,WH03,2053,979,148,2026-06-26,2421759.86
INV00483,PROD0111,WH08,1229,1070,96,2025-12-25,275308.29
INV00484,PROD0079,WH02,1567,715,471,2025-11-27,1990951.85
INV00485,PROD0160,WH01,3682,1137,529,2026-03-03,5797235.36
INV00486,PROD0179,WH09,2953,1065,628,2026-05-12,2315683.54
INV00487,PROD0058,WH12,4482,305,111,2026-05-01,7827319.98
INV00488,PROD0026,WH03,698,1308,158,2026-03-25,1096041.48
INV00489,PROD0174,WH11,826,413,728,2026-02-17,171948.42
INV00490,PROD0029,WH01,348,1344,598,2025-11-26,574843.8
INV00491,PROD0004,WH07,3908,1355,168,2025-05-27,5999288.04
INV00492,PROD0099,WH10,307,1049,647,2025-09-16,74186.55
INV00493,PROD0141,WH05,3416,396,431,2025-10-19,8218896.0
INV00494,PROD0039,WH05,2334,218,441,2025-05-23,2692875.84
INV00495,PROD0015,WH01,4861,841,101,2025-12-31,5800728.52
INV00496,PROD0119,WH09,4820,1235,652,2025-03-31,4555189.2
INV00497,PROD0029,WH07,2809,1304,338,2025-06-13,4640046.65
INV00498,PROD0157,WH08,3558,529,386,2026-04-26,5618295.48
INV00499,PROD0075,WH09,4478,1065,253,2025-03-25,8422714.98
INV00500,PROD0116,WH06,3477,973,287,2025-03-18,755030.55
INV00501,PROD0032,WH12,4620,591,431,2026-06-01,7444714.2
INV00502,PROD0130,WH05,2686,836,716,2026-04-30,6089940.94
INV00503,PROD0175,WH06,2985,506,185,2026-08-13,7272564.45
INV00504,PROD0084,WH11,275,1490,456,2026-08-26,11530.75
INV00505,PROD0022,WH02,2547,1094,557,2026-08-22,3936108.33
INV00506,PROD0027,WH04,2764,851,411,2025-04-14,3497261.56
INV00507,PROD0195,WH03,336,1040,430,2026-03-28,829375.68
INV00508,PROD0081,WH07,1973,1225,625,2026-05-02,1598761.36
INV00509,PROD0126,WH09,2979,719,684,2025-12-05,662827.5
INV00510,PROD0184,WH05,4576,835,303,2026-07-20,9422029.76
INV00511,PROD0092,WH06,3968,939,526,2026-04-23,4481419.52
INV00512,PROD0021,WH10,910,668,163,2026-08-30,914804.8
INV00513,PROD0047,WH12,1996,411,69,2025-08-11,529798.28
INV00514,PROD0101,WH12,3129,1335,577,2025-01-09,494475.87
INV00515,PROD0187,WH02,4204,1231,194,2025-02-22,6471385.36
INV00516,PROD0084,WH03,3757,1003,257,2025-03-18,157531.01
INV00517,PROD0006,WH03,327,676,580,2026-05-18,206209.47
INV00518,PROD0147,WH12,1799,1073,425,2025-11-12,81314.8
INV00519,PROD0185,WH12,314,659,553,2025-06-14,745828.5
INV00520,PROD0197,WH09,3545,452,215,2025-10-06,5287048.45
INV00521,PROD0131,WH07,1134,951,599,2025-01-27,330368.22
INV00522,PROD0001,WH08,2746,1180,230,2025-03-11,6557008.64
INV00523,PROD0058,WH11,4876,1053,666,2025-08-06,8515397.64
INV00524,PROD0124,WH10,1520,435,661,2025-12-31,2868452.8
INV00525,PROD0166,WH11,155,677,651,2025-11-02,345233.05
INV00526,PROD0015,WH09,1724,878,493,2025-05-04,2057283.68
INV00527,PROD0162,WH06,3343,1243,381,2025-01-19,7536392.34
INV00528,PROD0189,WH04,886,415,552,2025-09-14,2066887.38
INV00529,PROD0163,WH12,3073,1054,128,2025-10-23,393128.89
INV00530,PROD0064,WH01,2805,334,634,2025-01-22,1278911.7
INV00531,PROD0025,WH08,721,1104,737,2026-03-26,682001.11
INV00532,PROD0024,WH07,912,1352,445,2026-07-06,116352.96
INV00533,PROD0012,WH02,3357,609,657,2026-07-04,390116.97
INV00534,PROD0018,WH08,870,1469,152,2025-02-17,1036674.6
INV00535,PROD0015,WH12,4108,285,451,2026-08-10,4902158.56
INV00536,PROD0027,WH05,497,755,273,2025-07-02,628849.13
INV00537,PROD0072,WH07,1756,577,567,2026-03-11,4087845.08
INV00538,PROD0060,WH04,1117,1274,683,2025-04-17,2452395.84
INV00539,PROD0174,WH05,3409,441,285,2025-07-07,709651.53
INV00540,PROD0145,WH08,2828,1119,476,2025-03-27,1613769.92
INV00541,PROD0093,WH01,1647,465,165,2026-04-01,1224758.61
INV00542,PROD0053,WH01,2983,1343,212,2025-05-17,6307613.16
INV00543,PROD0008,WH04,142,911,275,2025-12-02,269551.5
INV00544,PROD0079,WH03,2761,1471,279,2026-08-30,3507988.55
INV00545,PROD0027,WH10,3435,269,231,2026-04-14,4346271.15
INV00546,PROD0174,WH12,4660,256,298,2026-08-25,970072.2
INV00547,PROD0050,WH02,2431,238,367,2026-07-25,4162528.37
INV00548,PROD0199,WH12,4512,1000,259,2026-02-07,10942682.88
INV00549,PROD0131,WH03,1848,1241,705,2026-06-24,538377.84
INV00550,PROD0093,WH11,2696,931,441,2025-03-13,2004826.48
INV00551,PROD0192,WH11,1717,1024,145,2025-01-24,138252.84
INV00552,PROD0172,WH11,3072,955,135,2026-04-30,2743541.76
INV00553,PROD0181,WH01,1067,551,464,2025-02-25,1831569.52
INV00554,PROD0024,WH01,2786,482,443,2025-08-11,355437.88
INV00555,PROD0060,WH06,3791,309,745,2025-06-28,8323216.32
INV00556,PROD0122,WH05,1288,1216,682,2026-03-10,3051156.08
INV00557,PROD0131,WH08,3871,1403,550,2026-03-26,1127738.43
INV00558,PROD0148,WH02,1806,743,653,2026-05-07,4379820.9
INV00559,PROD0046,WH04,1504,224,631,2025-07-08,281789.44
INV00560,PROD0015,WH08,3308,1042,182,2026-08-01,3947502.56
INV00561,PROD0153,WH12,2951,990,698,2026-02-24,585419.38
INV00562,PROD0199,WH06,71,937,363,2025-09-06,172192.04
INV00563,PROD0017,WH01,1690,256,748,2026-08-11,2089972.3
INV00564,PROD0126,WH04,1344,379,270,2025-06-13,299040.0
INV00565,PROD0084,WH01,3303,431,487,2025-09-12,138494.79
INV00566,PROD0009,WH02,3113,542,95,2026-04-21,158047.01
INV00567,PROD0166,WH05,882,676,241,2026-02-21,1964487.42
INV00568,PROD0176,WH08,4234,775,569,2025-06-19,10439900.82
INV00569,PROD0188,WH08,2662,654,428,2025-11-13,2806626.46
INV00570,PROD0063,WH11,1504,1455,740,2025-06-23,1076653.44
INV00571,PROD0117,WH03,2463,488,383,2026-04-15,556194.66
INV00572,PROD0130,WH11,2553,1436,88,2025-12-11,5788391.37
INV00573,PROD0088,WH04,732,457,342,2026-03-21,1739158.8
INV00574,PROD0072,WH10,1748,729,739,2025-01-18,4069221.64
INV00575,PROD0139,WH11,3924,886,211,2025-03-11,7333642.08
INV00576,PROD0064,WH06,423,1128,380,2025-12-04,192862.62
INV00577,PROD0072,WH11,3478,428,153,2026-08-15,8096540.54
INV00578,PROD0021,WH11,1591,1449,210,2026-06-11,1599400.48
INV00579,PROD0018,WH10,4485,795,684,2026-04-01,5344236.3
INV00580,PROD0064,WH03,4437,634,103,2025-09-26,2023005.78
INV00581,PROD0082,WH02,4709,1081,83,2025-07-07,10549949.42
INV00582,PROD0110,WH06,492,1220,291,2026-07-23,131014.68
INV00583,PROD0095,WH11,191,601,162,2026-06-13,322066.11
INV00584,PROD0166,WH05,498,821,367,2026-03-10,1109200.38
INV00585,PROD0032,WH10,4917,287,72,2025-10-15,7923302.97
INV00586,PROD0011,WH05,1256,783,607,2026-07-21,162425.92
INV00587,PROD0045,WH10,1968,508,696,2026-05-14,987030.72
INV00588,PROD0033,WH05,4322,1105,167,2026-03-17,349563.36
INV00589,PROD0102,WH10,2186,542,750,2025-10-30,3017947.88
INV00590,PROD0169,WH12,816,635,692,2025-03-28,574700.64
INV00591,PROD0136,WH05,3220,376,261,2026-03-14,999037.2
INV00592,PROD0011,WH03,1473,338,467,2026-06-25,190488.36
INV00593,PROD0179,WH07,1086,393,162,2025-01-22,851619.48
INV00594,PROD0088,WH06,4199,1409,93,2026-07-14,9976404.1
INV00595,PROD0041,WH04,1874,1441,177,2026-06-01,4412407.96
INV00596,PROD0145,WH02,870,1387,207,2026-05-18,496456.8
INV00597,PROD0076,WH12,4763,1384,443,2026-04-12,9002260.52
INV00598,PROD0121,WH09,2042,1142,561,2025-04-11,4155082.02
INV00599,PROD0046,WH01,272,724,94,2026-08-06,50961.92
INV00600,PROD0160,WH11,1029,1265,157,2025-05-21,1620139.92
INV00601,PROD0080,WH04,3218,1114,268,2025-05-18,6657237.5
INV00602,PROD0054,WH01,4069,409,492,2026-08-01,296345.27
INV00603,PROD0086,WH06,1051,940,364,2025-08-16,254184.35
INV00604,PROD0092,WH04,4033,1061,226,2025-10-08,4554829.87
INV00605,PROD0148,WH05,1573,1498,277,2026-03-07,3814760.95
INV00606,PROD0161,WH05,3190,1153,752,2025-02-09,4679793.8
INV00607,PROD0168,WH09,4388,1474,721,2026-06-03,6827859.64
INV00608,PROD0160,WH01,3797,1032,316,2025-07-30,5978300.56
INV00609,PROD0097,WH02,3289,339,428,2025-10-29,6519028.23
INV00610,PROD0002,WH06,3747,991,538,2025-03-27,6926966.49
INV00611,PROD0033,WH05,2105,745,751,2026-02-01,170252.4
INV00612,PROD0158,WH11,307,1216,736,2025-09-10,535389.58
INV00613,PROD0161,WH07,3359,256,339,2026-06-17,4927720.18
INV00614,PROD0077,WH03,3176,311,406,2026-01-16,861521.76
INV00615,PROD0116,WH03,1251,204,706,2026-03-20,271654.65
INV00616,PROD0154,WH10,2747,1405,793,2025-02-02,3821983.51
INV00617,PROD0150,WH02,1517,1236,253,2025-09-17,3382136.33
INV00618,PROD0103,WH03,1378,1482,262,2025-08-22,1532611.6
INV00619,PROD0194,WH10,4891,289,601,2026-05-30,9924963.93
INV00620,PROD0166,WH01,4992,815,372,2025-11-04,11118731.52
INV00621,PROD0103,WH05,1961,1090,643,2025-03-11,2181024.2
INV00622,PROD0090,WH12,4305,897,230,2026-03-30,6199156.95
INV00623,PROD0174,WH05,2863,1473,548,2026-03-15,595990.71
INV00624,PROD0122,WH12,2656,1478,369,2025-12-30,6291824.96
INV00625,PROD0143,WH11,2494,1097,132,2026-04-26,1808125.06
INV00626,PROD0106,WH07,4567,1170,352,2025-05-24,1397090.97
INV00627,PROD0119,WH04,4005,1331,311,2025-01-24,3784965.3
INV00628,PROD0172,WH03,3563,867,249,2026-03-01,3182044.04
INV00629,PROD0049,WH01,922,793,289,2025-06-24,230214.18
INV00630,PROD0104,WH12,4232,788,741,2025-11-21,9399018.08
INV00631,PROD0061,WH08,4462,684,732,2025-12-14,8217442.3
INV00632,PROD0195,WH03,2959,1181,344,2025-01-18,7303936.42
INV00633,PROD0123,WH02,183,1171,561,2025-02-13,451133.43
INV00634,PROD0134,WH11,3358,1481,738,2025-06-04,3961163.96
INV00635,PROD0009,WH04,1398,838,445,2026-01-12,70976.46
INV00636,PROD0006,WH03,2796,1196,798,2026-02-06,1763185.56
INV00637,PROD0073,WH01,536,481,187,2025-08-13,1151413.76
INV00638,PROD0103,WH03,1273,1185,178,2025-08-05,1415830.6
INV00639,PROD0160,WH12,2967,1311,98,2026-07-22,4671482.16
INV00640,PROD0041,WH02,3049,1427,725,2025-01-31,7178992.46
INV00641,PROD0114,WH08,1096,215,342,2025-02-28,2254822.72
INV00642,PROD0008,WH06,1305,1374,677,2025-12-19,2477216.25
INV00643,PROD0072,WH09,915,1135,585,2026-03-21,2130055.95
INV00644,PROD0178,WH08,3081,453,360,2025-08-23,4150723.2
INV00645,PROD0092,WH10,4247,1411,586,2025-04-17,4796519.33
INV00646,PROD0062,WH03,1028,528,688,2025-07-10,2067976.2
INV00647,PROD0084,WH05,1977,743,283,2026-06-14,82895.61
INV00648,PROD0062,WH07,3354,982,258,2026-08-06,6747074.1
INV00649,PROD0111,WH05,2511,1196,654,2026-07-20,562489.11
INV00650,PROD0127,WH08,270,1044,143,2025-09-02,525476.7
INV00651,PROD0007,WH12,1186,1392,376,2025-03-17,1066913.74
INV00652,PROD0084,WH05,4555,565,274,2026-07-01,190991.15
INV00653,PROD0132,WH01,4200,1401,60,2025-09-24,5204514.0
INV00654,PROD0134,WH05,3764,854,378,2025-11-13,4440089.68
INV00655,PROD0058,WH04,2398,959,61,2025-05-01,4187843.22
INV00656,PROD0022,WH06,4529,838,84,2025-01-25,6999071.31
INV00657,PROD0154,WH03,4235,1263,496,2026-03-08,5892282.55
INV00658,PROD0127,WH11,4182,1123,501,2025-06-09,8139050.22
INV00659,PROD0003,WH05,1711,615,789,2026-08-19,2382687.27
INV00660,PROD0127,WH02,2230,454,269,2025-04-24,4340048.3
INV00661,PROD0041,WH11,128,1366,490,2026-05-17,301381.12
INV00662,PROD0188,WH06,1269,909,702,2025-06-15,1337944.77
INV00663,PROD0106,WH12,3672,776,584,2025-06-24,1123301.52
INV00664,PROD0014,WH06,1601,1099,644,2025-01-01,2823507.59
INV00665,PROD0012,WH05,4765,210,278,2025-03-27,553740.65
INV00666,PROD0087,WH06,3970,225,393,2026-07-28,3209705.3
INV00667,PROD0012,WH11,4244,1156,129,2025-11-16,493195.24
INV00668,PROD0141,WH07,4947,620,402,2026-02-05,11902482.0
INV00669,PROD0025,WH12,627,1444,445,2026-01-17,593085.57
INV00670,PROD0045,WH05,3797,695,339,2025-11-14,1904347.38
INV00671,PROD0122,WH01,2044,1460,504,2025-09-07,4842052.04
INV00672,PROD0147,WH08,3552,436,720,2026-06-09,160550.4
INV00673,PROD0055,WH04,4979,1208,177,2026-07-09,10151932.05
INV00674,PROD0100,WH09,2341,418,751,2025-09-13,2911337.83
INV00675,PROD0173,WH10,3214,660,592,2025-11-03,4709763.46
INV00676,PROD0136,WH12,249,862,408,2025-05-24,77254.74
INV00677,PROD0119,WH06,2925,834,576,2026-01-26,2764300.5
INV00678,PROD0053,WH01,974,1367,362,2025-06-18,2059542.48
INV00679,PROD0183,WH03,1325,1189,124,2025-10-25,3019211.25
INV00680,PROD0032,WH03,983,388,595,2025-08-21,1584016.03
INV00681,PROD0051,WH10,888,454,245,2025-09-28,170407.2
INV00682,PROD0044,WH12,2937,267,78,2025-03-01,6651717.6
INV00683,PROD0082,WH12,2117,815,755,2025-10-23,4742884.46
INV00684,PROD0198,WH04,2672,535,65,2026-04-12,2569154.72
INV00685,PROD0146,WH06,4970,870,472,2025-08-23,11970791.7
INV00686,PROD0150,WH07,1326,1020,638,2025-08-22,2956303.74
INV00687,PROD0037,WH10,470,1073,642,2026-01-03,460412.0
INV00688,PROD0096,WH04,1987,499,454,2025-08-20,3744799.55
INV00689,PROD0056,WH06,90,556,685,2026-05-06,64386.9
INV00690,PROD0105,WH11,529,455,580,2026-05-18,469233.58
INV00691,PROD0059,WH01,4756,1207,663,2026-08-15,7504587.52
INV00692,PROD0131,WH08,4059,552,126,2026-01-16,1182508.47
INV00693,PROD0156,WH07,4834,723,278,2026-03-04,6356226.6
INV00694,PROD0035,WH11,2773,1149,346,2025-12-30,6520626.31
INV00695,PROD0189,WH11,4967,955,559,2025-07-21,11587166.61
INV00696,PROD0093,WH09,1686,483,764,2025-05-26,1253760.18
INV00697,PROD0182,WH03,191,298,622,2026-04-02,80048.1
INV00698,PROD0191,WH02,1986,396,587,2025-05-15,252956.82
INV00699,PROD0097,WH01,3623,681,632,2025-09-21,7181039.61
INV00700,PROD0135,WH03,2185,1077,664,2025-03-05,338478.35
INV00701,PROD0076,WH05,4440,1449,375,2026-05-06,8391777.6
INV00702,PROD0049,WH11,1008,814,412,2025-02-10,251687.52
INV00703,PROD0094,WH02,3783,817,718,2025-10-23,3146434.59
INV00704,PROD0159,WH12,4298,567,408,2025-01-03,4919189.94
INV00705,PROD0186,WH03,4668,769,755,2025-04-20,8488337.88
INV00706,PROD0189,WH04,4287,789,373,2025-08-09,10000842.21
INV00707,PROD0024,WH07,2052,1298,747,2026-01-05,261794.16
INV00708,PROD0148,WH03,3308,1265,375,2026-01-03,8022396.2
INV00709,PROD0037,WH09,1716,621,674,2026-03-12,1680993.6
INV00710,PROD0004,WH08,310,1035,214,2025-01-04,475890.3
INV00711,PROD0108,WH04,4538,1404,622,2025-09-01,8655554.3
INV00712,PROD0126,WH01,1260,744,653,2025-06-15,280350.0
INV00713,PROD0020,WH01,4965,270,504,2025-01-26,5427340.8
INV00714,PROD0188,WH01,3932,1328,202,2026-01-30,4145625.56
INV00715,PROD0152,WH01,3268,1423,786,2026-04-19,8112875.36
INV00716,PROD0050,WH08,584,1324,176,2025-01-17,999965.68
INV00717,PROD0177,WH03,2799,967,242,2025-04-02,4898054.07
INV00718,PROD0179,WH06,359,506,676,2026-04-28,281520.62
INV00719,PROD0096,WH03,2866,576,579,2026-06-27,5401406.9
INV00720,PROD0105,WH11,2011,854,59,2025-07-24,1783797.22
INV00721,PROD0164,WH05,4939,877,141,2026-05-17,3522445.41
INV00722,PROD0117,WH07,4006,598,188,2026-02-04,904634.92
INV00723,PROD0098,WH02,1625,420,530,2025-07-26,3212950.0
INV00724,PROD0066,WH06,2764,381,498,2025-05-26,5583224.72
INV00725,PROD0079,WH06,890,506,382,2025-04-11,1130789.5
INV00726,PROD0162,WH11,731,721,389,2025-08-29,1647951.78
INV00727,PROD0164,WH03,3961,1213,101,2025-06-12,2824945.59
INV00728,PROD0006,WH06,4701,203,756,2025-06-22,2964497.61
INV00729,PROD0039,WH10,2504,1062,515,2026-05-17,2889015.04
INV00730,PROD0170,WH10,614,1047,767,2026-07-01,296242.72
INV00731,PROD0115,WH05,3806,1003,524,2025-10-11,6736658.06
INV00732,PROD0186,WH12,1719,414,450,2025-12-25,3125846.79
INV00733,PROD0125,WH02,4769,1171,488,2026-01-16,4530597.69
INV00734,PROD0012,WH09,1587,300,654,2026-06-17,184425.27
INV00735,PROD0131,WH08,1611,1162,706,2025-06-12,469332.63
INV00736,PROD0018,WH03,896,772,647,2025-11-03,1067655.68
INV00737,PROD0040,WH08,277,857,558,2025-12-05,379728.22
INV00738,PROD0021,WH09,4647,1138,202,2025-02-24,4671536.16
INV00739,PROD0143,WH03,1636,1286,563,2025-11-29,1186083.64
INV00740,PROD0099,WH03,2158,425,552,2025-05-07,521480.7
INV00741,PROD0026,WH02,2432,304,725,2025-08-31,3818872.32
INV00742,PROD0008,WH08,3904,971,55,2026-08-23,7410768.0
INV00743,PROD0100,WH10,4856,1478,549,2026-02-13,6039067.28
INV00744,PROD0087,WH01,3262,628,710,2026-05-18,2637294.38
INV00745,PROD0042,WH08,1449,633,766,2026-08-27,1412007.03
INV00746,PROD0172,WH07,4500,1430,167,2025-10-30,4018860.0
INV00747,PROD0014,WH07,1232,1251,534,2026-04-09,2172742.88
INV00748,PROD0078,WH03,4117,881,650,2025-08-23,9295527.28
INV00749,PROD0002,WH01,677,787,715,2025-02-07,1251549.59
INV00750,PROD0119,WH04,2658,1292,728,2025-05-19,2511969.48
INV00751,PROD0037,WH09,2028,1065,517,2025-07-14,1986628.8
INV00752,PROD0069,WH05,3758,945,210,2026-06-11,3530490.68
INV00753,PROD0166,WH01,4624,1390,319,2025-01-01,10299081.44
INV00754,PROD0041,WH05,2037,1063,105,2026-07-15,4796197.98
INV00755,PROD0062,WH08,2649,567,277,2025-04-06,5328860.85
INV00756,PROD0060,WH08,656,450,198,2026-02-17,1440261.12
INV00757,PROD0125,WH05,165,1058,95,2026-06-22,156751.65
INV00758,PROD0111,WH12,4944,1055,193,2026-03-05,1107505.44
INV00759,PROD0014,WH09,4591,1393,799,2025-08-23,8096641.69
INV00760,PROD0084,WH01,589,1313,681,2025-12-15,24696.77
INV00761,PROD0130,WH04,4524,760,389,2026-04-26,10257219.96
INV00762,PROD0070,WH03,2821,493,462,2026-01-31,5485124.19
INV00763,PROD0145,WH02,4258,1118,781,2025-12-17,2429785.12
INV00764,PROD0123,WH08,1262,1373,569,2026-02-20,3111095.02
INV00765,PROD0089,WH07,71,1355,393,2025-02-20,168785.46
INV00766,PROD0028,WH09,3516,632,436,2025-03-22,7536124.08
INV00767,PROD0066,WH02,4750,258,522,2025-02-05,9594905.0
INV00768,PROD0163,WH04,3580,1168,324,2025-03-08,457989.4
INV00769,PROD0005,WH06,268,1035,402,2026-04-26,283466.28
INV00770,PROD0193,WH11,1776,398,115,2026-04-13,1688105.76
INV00771,PROD0168,WH03,2462,414,128,2025-05-22,3830945.86
INV00772,PROD0184,WH08,1268,1097,647,2025-12-22,2610824.68
INV00773,PROD0164,WH03,1015,671,685,2026-04-16,723887.85
INV00774,PROD0045,WH12,2722,446,251,2026-08-14,1365191.88
INV00775,PROD0151,WH02,1083,581,711,2026-03-15,1436426.22
INV00776,PROD0047,WH03,4101,1190,607,2026-06-15,1088528.43
INV00777,PROD0031,WH11,406,1462,162,2025-05-07,77286.16
INV00778,PROD0139,WH06,3076,1126,140,2025-07-24,5748797.92
INV00779,PROD0010,WH02,985,1391,190,2025-01-29,298888.4
INV00780,PROD0195,WH08,3603,759,338,2026-03-21,8893573.14
INV00781,PROD0118,WH01,4485,1274,779,2026-04-09,11063598.0
INV00782,PROD0014,WH07,709,888,638,2025-10-07,1250385.31
INV00783,PROD0080,WH02,2618,579,460,2025-05-31,5415987.5
INV00784,PROD0093,WH10,4849,673,426,2025-08-28,3605861.87
INV00785,PROD0010,WH12,1411,1303,433,2025-09-23,428153.84
INV00786,PROD0076,WH06,4621,896,201,2025-04-15,8733874.84
INV00787,PROD0094,WH12,1485,1110,676,2026-03-09,1235119.05
INV00788,PROD0105,WH02,2950,1159,368,2026-05-12,2616709.0
INV00789,PROD0001,WH02,4651,677,418,2026-03-16,11105843.84
INV00790,PROD0133,WH10,2934,1203,655,2025-06-07,126778.14
INV00791,PROD0020,WH08,4114,1125,609,2025-06-21,4497095.68
INV00792,PROD0008,WH12,4670,906,752,2026-05-09,8864827.5
INV00793,PROD0171,WH02,1003,1437,511,2025-11-07,1170791.87
INV00794,PROD0001,WH07,2466,1053,61,2026-02-07,5888413.44
INV00795,PROD0057,WH03,2466,1337,205,2026-04-08,761106.24
