Order_ID,Order_Date,Customer_ID,Product_ID,Warehouse_ID,Quantity,Priority,Order_Status,Unit_Price,Order_Value,Shipment_ID,Supplier_ID,Origin_Warehouse_ID,Destination_City,Shipping_Mode,Shipping_Date,Expected_Delivery_Date,Actual_Delivery_Date,Shipment_Status,Delay_Days,Freight_Cost,Product_Name,Category,Unit_Weight_Kg,Supplier_ID_product,Supplier_Name,Country,City,Lead_Time_Days,Supplier_Rating,Unit_Cost_Index,Warehouse_Name,City_warehouse,State,Capacity_Units,Order_Lead_Time_Days,Shipping_Duration_Days,On_Time_Delivery
ORD000882,2025-12-23,CUST02722,PROD0032,WH12,276,Critical,In Transit,1611.41,444749.16,SHIP000882,SUP033,WH12,Bengaluru,Sea,2025-12-25,2026-01-15,2026-01-18,Delivered Late,3,490.72,Product_0032,Electronics,10.15,SUP033,Supplier_033,India,Berlin,10,3.3,0.78,Warehouse_12,Coimbatore,Tamil Nadu,84929,26,24,No
ORD000883,2026-07-23,CUST01575,PROD0138,WH04,23,Standard,In Transit,1628.29,37450.67,SHIP000883,SUP034,WH04,Delhi,Road,2026-07-26,2026-08-29,2026-09-05,In Transit,7,208.6,Product_0138,Home Appliances,24.66,SUP034,Supplier_034,Vietnam,Bengaluru,26,3.0,0.92,Warehouse_04,Bengaluru,Karnataka,94055,44,41,No
ORD000884,2025-02-27,CUST00624,PROD0153,WH01,224,Critical,Delivered,198.38,44437.12,SHIP000884,SUP017,WH01,Kolkata,Air,2025-02-27,2025-04-01,2025-04-04,Delivered Late,3,1667.17,Product_0153,Automotive,2.89,SUP017,Supplier_017,Japan,Tokyo,28,4.5,0.82,Warehouse_01,Hyderabad,Telangana,50678,36,36,No
ORD000885,2025-09-11,CUST01989,PROD0082,WH04,201,Standard,Delivered,2240.38,450316.38,SHIP000885,SUP005,WH04,Mumbai,Road,2025-09-14,2025-10-08,2025-10-15,Delivered Late,7,217.49,Product_0082,Automotive,11.57,SUP005,Supplier_005,Vietnam,Chennai,16,4.7,1.23,Warehouse_04,Bengaluru,Karnataka,94055,34,31,No
ORD000886,2025-06-29,CUST00944,PROD0109,WH09,283,Express,Delivered,1551.27,439009.41,SHIP000886,SUP029,WH09,Mumbai,Sea,2025-06-30,2025-07-17,2025-07-22,Delivered Late,5,629.2,Product_0109,Electronics,12.84,SUP029,Supplier_029,Japan,Bengaluru,11,4.8,0.92,Warehouse_09,Ahmedabad,Gujarat,59986,23,22,No
ORD000887,2026-05-08,CUST00473,PROD0173,WH07,215,Express,Cancelled,1465.39,315058.85,SHIP000887,SUP019,WH07,Bengaluru,Road,2026-05-09,2026-06-17,2026-06-17,Delivered On Time,0,398.5,Product_0173,Industrial,7.29,SUP019,Supplier_019,China,Delhi,30,4.5,1.32,Warehouse_07,Delhi,Delhi,88836,40,39,Yes
ORD000888,2025-02-04,CUST01587,PROD0152,WH06,265,Standard,In Transit,2482.52,657867.8,SHIP000888,SUP007,WH06,Pune,Air,2025-02-06,2025-03-11,2025-03-16,Delivered Late,5,533.22,Product_0152,Home Appliances,24.56,SUP007,Supplier_007,Germany,Chennai,30,3.5,0.94,Warehouse_06,Pune,Maharashtra,51480,40,38,No
ORD000889,2025-03-16,CUST00994,PROD0003,WH02,229,Critical,In Transit,1392.57,318898.53,SHIP000889,SUP008,WH02,Bengaluru,Road,2025-03-19,2025-04-19,2025-04-21,Delivered Late,2,327.5,Product_0003,Automotive,10.43,SUP008,Supplier_008,Thailand,Shanghai,27,2.9,0.82,Warehouse_02,Vijayawada,Andhra Pradesh,96218,36,33,No
ORD000890,2025-10-16,CUST02927,PROD0062,WH04,227,Express,Cancelled,2011.65,456644.55,SHIP000890,SUP033,WH04,Chennai,Road,2025-10-16,2025-11-02,2025-11-02,Delivered On Time,0,266.02,Product_0062,Automotive,6.08,SUP033,Supplier_033,India,Berlin,10,3.3,0.78,Warehouse_04,Bengaluru,Karnataka,94055,17,17,Yes
ORD000891,2026-01-06,CUST01122,PROD0079,WH01,277,Standard,Backordered,1270.55,351942.35,SHIP000891,SUP036,WH01,Bengaluru,Rail,2026-01-07,2026-01-30,2026-02-04,Delivered Late,5,377.21,Product_0079,Electronics,4.51,SUP036,Supplier_036,Thailand,Mumbai,21,3.2,0.89,Warehouse_01,Hyderabad,Telangana,50678,29,28,No
ORD000892,2026-08-10,CUST01435,PROD0195,WH03,230,Express,In Transit,2468.38,567727.4,SHIP000892,SUP032,WH03,Pune,Road,2026-08-10,2026-08-30,2026-08-30,Delivered On Time,0,82.22,Product_0195,Electronics,3.2,SUP032,Supplier_032,India,Pune,14,4.5,1.05,Warehouse_03,Chennai,Tamil Nadu,83230,20,20,Yes
ORD000893,2025-11-25,CUST00170,PROD0183,WH02,215,Express,Delivered,2278.65,489909.75,SHIP000893,SUP008,WH02,Pune,Road,2025-11-25,2025-12-30,2025-12-30,Delivered On Time,0,332.54,Product_0183,Industrial,8.13,SUP008,Supplier_008,Thailand,Shanghai,27,2.9,0.82,Warehouse_02,Vijayawada,Andhra Pradesh,96218,35,35,Yes
ORD000894,2026-08-13,CUST01014,PROD0010,WH04,157,Standard,Delivered,303.44,47640.08,SHIP000894,SUP037,WH04,Chennai,Road,2026-08-16,2026-09-07,2026-09-12,In Transit,5,288.7,Product_0010,Electronics,13.93,SUP037,Supplier_037,China,Berlin,19,4.8,0.84,Warehouse_04,Bengaluru,Karnataka,94055,30,27,No
ORD000895,2025-10-31,CUST00056,PROD0183,WH04,13,Standard,In Transit,2278.65,29622.45,SHIP000895,SUP008,WH04,Mumbai,Road,2025-11-02,2025-11-30,2025-11-30,Delivered On Time,0,116.25,Product_0183,Industrial,8.13,SUP008,Supplier_008,Thailand,Shanghai,27,2.9,0.82,Warehouse_04,Bengaluru,Karnataka,94055,30,28,Yes
ORD000896,2026-08-02,CUST01757,PROD0150,WH11,197,Express,Cancelled,2229.49,439209.53,SHIP000896,SUP028,WH11,Kolkata,Rail,2026-08-03,2026-08-17,2026-08-17,Delivered On Time,0,139.06,Product_0150,Industrial,13.16,SUP028,Supplier_028,China,Hanoi,9,3.9,0.93,Warehouse_11,Visakhapatnam,Andhra Pradesh,99111,15,14,Yes
ORD000897,2025-08-09,CUST02373,PROD0142,WH09,111,Standard,Delivered,946.55,105067.05,SHIP000897,SUP025,WH09,Hyderabad,Road,2025-08-09,2025-08-28,2025-08-30,Delivered Late,2,275.81,Product_0142,Home Appliances,3.91,SUP025,Supplier_025,Germany,Hyderabad,15,2.9,1.33,Warehouse_09,Ahmedabad,Gujarat,59986,21,21,No
ORD000898,2025-06-13,CUST00658,PROD0136,WH07,103,Standard,In Transit,310.26,31956.78,SHIP000898,SUP018,WH07,Delhi,Rail,2025-06-15,2025-07-15,2025-07-15,Delivered On Time,0,443.45,Product_0136,Home Appliances,14.31,SUP018,Supplier_018,Germany,Berlin,27,4.0,0.95,Warehouse_07,Delhi,Delhi,88836,32,30,Yes
ORD000899,2026-04-25,CUST00957,PROD0123,WH03,103,Standard,Delivered,2465.21,253916.63,SHIP000899,SUP015,WH03,Delhi,Road,2026-04-26,2026-05-25,2026-05-25,Delivered On Time,0,164.76,Product_0123,Automotive,14.88,SUP015,Supplier_015,USA,Mumbai,23,3.1,1.0,Warehouse_03,Chennai,Tamil Nadu,83230,30,29,Yes
ORD000900,2026-03-31,CUST00260,PROD0102,WH07,170,Standard,Delivered,1380.58,234698.6,SHIP000900,SUP004,WH07,Delhi,Road,2026-04-01,2026-04-16,2026-04-23,Delivered Late,7,316.2,Product_0102,Consumer Goods,9.29,SUP004,Supplier_004,Thailand,Tokyo,10,3.1,1.07,Warehouse_07,Delhi,Delhi,88836,23,22,No
ORD000901,2026-01-10,CUST00641,PROD0143,WH08,109,Express,Delivered,724.99,79023.91,SHIP000901,SUP007,WH08,Hyderabad,Rail,2026-01-12,2026-02-14,2026-02-14,Delivered On Time,0,286.99,Product_0143,Electronics,6.22,SUP007,Supplier_007,Germany,Chennai,30,3.5,0.94,Warehouse_08,Kolkata,West Bengal,92258,35,33,Yes
ORD000902,2025-08-08,CUST02610,PROD0110,WH12,126,Express,Delivered,266.29,33552.54,SHIP000902,SUP014,WH12,Vijayawada,Road,2025-08-10,2025-08-29,2025-09-08,Delivered Late,10,268.36,Product_0110,Consumer Goods,13.35,SUP014,Supplier_014,Germany,Tokyo,17,3.8,1.06,Warehouse_12,Coimbatore,Tamil Nadu,84929,31,29,No
ORD000903,2025-09-11,CUST02388,PROD0143,WH07,235,Express,Delivered,724.99,170372.65,SHIP000903,SUP007,WH07,Delhi,Road,2025-09-12,2025-10-15,2025-10-22,Delivered Late,7,352.44,Product_0143,Electronics,6.22,SUP007,Supplier_007,Germany,Chennai,30,3.5,0.94,Warehouse_07,Delhi,Delhi,88836,41,40,No
ORD000904,2025-07-07,CUST00404,PROD0180,WH08,148,Standard,In Transit,2037.28,301517.44,SHIP000904,SUP038,WH08,Chennai,Sea,2025-07-09,2025-07-29,2025-07-29,Delivered On Time,0,419.13,Product_0180,Automotive,3.45,SUP038,Supplier_038,USA,Mumbai,10,4.6,1.04,Warehouse_08,Kolkata,West Bengal,92258,22,20,Yes
ORD000905,2025-07-10,CUST02580,PROD0070,WH09,171,Standard,In Transit,1944.39,332490.69,SHIP000905,SUP008,WH09,Bengaluru,Sea,2025-07-13,2025-08-13,2025-08-18,Delivered Late,5,540.02,Product_0070,Electronics,8.71,SUP008,Supplier_008,Thailand,Shanghai,27,2.9,0.82,Warehouse_09,Ahmedabad,Gujarat,59986,39,36,No
ORD000906,2026-01-24,CUST00795,PROD0054,WH01,1,Standard,Delivered,72.83,72.83,SHIP000906,SUP027,WH01,Chennai,Road,2026-01-24,2026-03-01,2026-03-01,Delivered On Time,0,228.69,Product_0054,Electronics,23.17,SUP027,Supplier_027,USA,Mumbai,27,3.5,1.05,Warehouse_01,Hyderabad,Telangana,50678,36,36,Yes
ORD000907,2025-08-03,CUST01562,PROD0076,WH10,40,Standard,In Transit,1890.04,75601.6,SHIP000907,SUP027,WH10,Kolkata,Road,2025-08-05,2025-09-07,2025-09-10,Delivered Late,3,276.02,Product_0076,Industrial,1.12,SUP027,Supplier_027,USA,Mumbai,27,3.5,1.05,Warehouse_10,Jaipur,Rajasthan,44160,38,36,No
ORD000908,2026-01-10,CUST01184,PROD0170,WH06,237,Critical,Delivered,482.48,114347.76,SHIP000908,SUP030,WH06,Vijayawada,Road,2026-01-10,2026-02-11,2026-02-11,Delivered On Time,0,203.71,Product_0170,Consumer Goods,6.14,SUP030,Supplier_030,Germany,Mumbai,26,3.3,0.77,Warehouse_06,Pune,Maharashtra,51480,32,32,Yes
ORD000909,2025-03-27,CUST02642,PROD0147,WH04,7,Express,Delivered,45.2,316.4,SHIP000909,SUP029,WH04,Pune,Road,2025-03-30,2025-04-11,2025-04-11,Delivered On Time,0,400.27,Product_0147,Electronics,4.42,SUP029,Supplier_029,Japan,Bengaluru,11,4.8,0.92,Warehouse_04,Bengaluru,Karnataka,94055,15,12,Yes
ORD000910,2026-04-19,CUST02665,PROD0040,WH01,163,Express,Backordered,1370.86,223450.18,SHIP000910,SUP003,WH01,Vijayawada,Road,2026-04-19,2026-05-16,2026-05-18,Delivered Late,2,324.16,Product_0040,Industrial,0.46,SUP003,Supplier_003,Germany,Bengaluru,17,3.6,1.29,Warehouse_01,Hyderabad,Telangana,50678,29,29,No
ORD000911,2026-06-15,CUST02700,PROD0197,WH02,290,Critical,Delivered,1491.41,432508.9,SHIP000911,SUP029,WH02,Chennai,Road,2026-06-18,2026-07-03,2026-07-08,Delivered Late,5,215.27,Product_0197,Electronics,23.46,SUP029,Supplier_029,Japan,Bengaluru,11,4.8,0.92,Warehouse_02,Vijayawada,Andhra Pradesh,96218,23,20,No
ORD000912,2025-02-16,CUST00714,PROD0027,WH10,157,Standard,Backordered,1265.29,198650.53,SHIP000912,SUP023,WH10,Bengaluru,Road,2025-02-18,2025-03-12,2025-03-19,Delivered Late,7,144.75,Product_0027,Home Appliances,13.05,SUP023,Supplier_023,China,Hanoi,11,2.9,0.97,Warehouse_10,Jaipur,Rajasthan,44160,31,29,No
ORD000913,2025-03-06,CUST02392,PROD0074,WH04,114,Standard,Delivered,1081.05,123239.7,SHIP000913,SUP012,WH04,Mumbai,Air,2025-03-09,2025-03-27,2025-03-29,Delivered Late,2,780.77,Product_0074,Electronics,4.39,SUP012,Supplier_012,Vietnam,Mumbai,15,4.2,1.27,Warehouse_04,Bengaluru,Karnataka,94055,23,20,No
ORD000914,2026-04-20,CUST01397,PROD0043,WH01,112,Express,Delivered,2403.56,269198.72,SHIP000914,SUP015,WH01,Mumbai,Road,2026-04-20,2026-05-17,2026-05-22,Delivered Late,5,435.8,Product_0043,Electronics,9.87,SUP015,Supplier_015,USA,Mumbai,23,3.1,1.0,Warehouse_01,Hyderabad,Telangana,50678,32,32,No
ORD000915,2025-05-26,CUST01958,PROD0180,WH06,257,Express,Cancelled,2037.28,523580.96,SHIP000915,SUP038,WH06,Mumbai,Road,2025-05-28,2025-06-09,2025-06-09,Delivered On Time,0,166.04,Product_0180,Automotive,3.45,SUP038,Supplier_038,USA,Mumbai,10,4.6,1.04,Warehouse_06,Pune,Maharashtra,51480,14,12,Yes
ORD000916,2026-01-17,CUST02094,PROD0046,WH01,73,Standard,Delivered,187.36,13677.28,SHIP000916,SUP030,WH01,Delhi,Road,2026-01-20,2026-02-25,2026-02-25,Delivered On Time,0,182.12,Product_0046,Consumer Goods,8.77,SUP030,Supplier_030,Germany,Mumbai,26,3.3,0.77,Warehouse_01,Hyderabad,Telangana,50678,39,36,Yes
ORD000917,2025-03-07,CUST01753,PROD0142,WH09,193,Standard,In Transit,946.55,182684.15,SHIP000917,SUP025,WH09,Vijayawada,Rail,2025-03-07,2025-03-31,2025-03-31,Delivered On Time,0,498.78,Product_0142,Home Appliances,3.91,SUP025,Supplier_025,Germany,Hyderabad,15,2.9,1.33,Warehouse_09,Ahmedabad,Gujarat,59986,24,24,Yes
ORD000918,2026-06-01,CUST00904,PROD0064,WH10,273,Standard,Delivered,455.94,124471.62,SHIP000918,SUP013,WH10,Delhi,Air,2026-06-02,2026-06-28,2026-06-28,Delivered On Time,0,1666.83,Product_0064,Consumer Goods,3.31,SUP013,Supplier_013,Vietnam,Bengaluru,20,4.8,0.75,Warehouse_10,Jaipur,Rajasthan,44160,27,26,Yes
ORD000919,2025-04-03,CUST02103,PROD0189,WH03,224,Standard,Delivered,2332.83,522553.92,SHIP000919,SUP010,WH03,Chennai,Road,2025-04-05,2025-04-29,2025-04-29,Delivered On Time,0,196.64,Product_0189,Electronics,11.84,SUP010,Supplier_010,Vietnam,Tokyo,23,3.5,1.01,Warehouse_03,Chennai,Tamil Nadu,83230,26,24,Yes
ORD000920,2026-03-02,CUST01102,PROD0098,WH12,94,Standard,Delivered,1977.2,185856.8,SHIP000920,SUP033,WH12,Vijayawada,Rail,2026-03-04,2026-03-18,2026-03-20,Delivered Late,2,208.49,Product_0098,Electronics,5.31,SUP033,Supplier_033,India,Berlin,10,3.3,0.78,Warehouse_12,Coimbatore,Tamil Nadu,84929,18,16,No
ORD000921,2026-04-13,CUST01695,PROD0126,WH11,207,Critical,Backordered,222.5,46057.5,SHIP000921,SUP009,WH11,Bengaluru,Rail,2026-04-16,2026-05-07,2026-05-14,Delivered Late,7,495.29,Product_0126,Automotive,12.51,SUP009,Supplier_009,China,Delhi,10,3.5,0.89,Warehouse_11,Visakhapatnam,Andhra Pradesh,99111,31,28,No
ORD000922,2025-04-04,CUST00856,PROD0058,WH01,170,Standard,In Transit,1746.39,296886.3,SHIP000922,SUP002,WH01,Delhi,Rail,2025-04-05,2025-04-28,2025-05-03,Delivered Late,5,175.11,Product_0058,Industrial,24.5,SUP002,Supplier_002,USA,Shanghai,18,3.0,0.86,Warehouse_01,Hyderabad,Telangana,50678,29,28,No
ORD000923,2025-05-13,CUST01296,PROD0177,WH06,156,Critical,Backordered,1749.93,272989.08,SHIP000923,SUP002,WH06,Hyderabad,Rail,2025-05-14,2025-06-03,2025-06-03,Delivered On Time,0,176.24,Product_0177,Home Appliances,13.36,SUP002,Supplier_002,USA,Shanghai,18,3.0,0.86,Warehouse_06,Pune,Maharashtra,51480,21,20,Yes
ORD000924,2026-03-10,CUST00660,PROD0029,WH06,244,Critical,Cancelled,1651.85,403051.4,SHIP000924,SUP033,WH06,Vijayawada,Air,2026-03-11,2026-03-28,2026-04-07,Delivered Late,10,1353.8,Product_0029,Automotive,13.84,SUP033,Supplier_033,India,Berlin,10,3.3,0.78,Warehouse_06,Pune,Maharashtra,51480,28,27,No
ORD000925,2025-12-07,CUST00111,PROD0154,WH07,3,Standard,Delivered,1391.33,4173.99,SHIP000925,SUP020,WH07,Bengaluru,Air,2025-12-08,2026-01-11,2026-01-14,Delivered Late,3,845.61,Product_0154,Electronics,10.01,SUP020,Supplier_020,USA,Mumbai,30,3.9,0.94,Warehouse_07,Delhi,Delhi,88836,38,37,No
ORD000926,2025-11-10,CUST01039,PROD0027,WH07,220,Standard,Delivered,1265.29,278363.8,SHIP000926,SUP023,WH07,Pune,Rail,2025-11-13,2025-11-29,2025-12-06,Delivered Late,7,166.27,Product_0027,Home Appliances,13.05,SUP023,Supplier_023,China,Hanoi,11,2.9,0.97,Warehouse_07,Delhi,Delhi,88836,26,23,No
ORD000927,2026-08-14,CUST02126,PROD0195,WH10,5,Standard,Cancelled,2468.38,12341.9,SHIP000927,SUP032,WH10,Bengaluru,Sea,2026-08-16,2026-09-07,2026-09-08,In Transit,1,624.74,Product_0195,Electronics,3.2,SUP032,Supplier_032,India,Pune,14,4.5,1.05,Warehouse_10,Jaipur,Rajasthan,44160,25,23,No
ORD000928,2025-07-31,CUST00501,PROD0067,WH11,194,Standard,In Transit,2476.41,480423.54,SHIP000928,SUP024,WH11,Bengaluru,Air,2025-07-31,2025-08-24,2025-08-24,Delivered On Time,0,574.24,Product_0067,Home Appliances,3.56,SUP024,Supplier_024,USA,Chennai,17,3.0,1.33,Warehouse_11,Visakhapatnam,Andhra Pradesh,99111,24,24,Yes
ORD000929,2026-06-04,CUST02636,PROD0163,WH04,54,Standard,Cancelled,127.93,6908.22,SHIP000929,SUP030,WH04,Hyderabad,Sea,2026-06-05,2026-07-04,2026-07-11,Delivered Late,7,312.97,Product_0163,Industrial,14.33,SUP030,Supplier_030,Germany,Mumbai,26,3.3,0.77,Warehouse_04,Bengaluru,Karnataka,94055,37,36,No
ORD000930,2025-06-08,CUST00418,PROD0188,WH05,209,Standard,Backordered,1054.33,220354.97,SHIP000930,SUP010,WH05,Mumbai,Road,2025-06-09,2025-07-07,2025-07-07,Delivered On Time,0,217.72,Product_0188,Consumer Goods,14.93,SUP010,Supplier_010,Vietnam,Tokyo,23,3.5,1.01,Warehouse_05,Mumbai,Maharashtra,76373,29,28,Yes
ORD000931,2025-09-25,CUST01864,PROD0189,WH03,76,Express,Delivered,2332.83,177295.08,SHIP000931,SUP010,WH03,Kolkata,Rail,2025-09-27,2025-10-28,2025-10-29,Delivered Late,1,193.08,Product_0189,Electronics,11.84,SUP010,Supplier_010,Vietnam,Tokyo,23,3.5,1.01,Warehouse_03,Chennai,Tamil Nadu,83230,34,32,No
ORD000932,2026-08-26,CUST00275,PROD0114,WH06,218,Critical,Cancelled,2057.32,448495.76,SHIP000932,SUP023,WH06,Chennai,Air,2026-08-26,2026-09-16,2026-09-16,In Transit,0,1736.65,Product_0114,Industrial,6.14,SUP023,Supplier_023,China,Hanoi,11,2.9,0.97,Warehouse_06,Pune,Maharashtra,51480,21,21,Yes
ORD000933,2026-04-19,CUST01221,PROD0198,WH07,118,Standard,Delivered,961.51,113458.18,SHIP000933,SUP008,WH07,Vijayawada,Road,2026-04-19,2026-05-20,2026-05-22,Delivered Late,2,94.62,Product_0198,Consumer Goods,4.61,SUP008,Supplier_008,Thailand,Shanghai,27,2.9,0.82,Warehouse_07,Delhi,Delhi,88836,33,33,No
ORD000934,2026-02-14,CUST01755,PROD0078,WH09,280,Critical,Cancelled,2257.84,632195.2,SHIP000934,SUP036,WH09,Hyderabad,Air,2026-02-16,2026-03-16,2026-03-23,Delivered Late,7,842.03,Product_0078,Electronics,7.04,SUP036,Supplier_036,Thailand,Mumbai,21,3.2,0.89,Warehouse_09,Ahmedabad,Gujarat,59986,37,35,No
ORD000935,2026-04-19,CUST01769,PROD0090,WH09,80,Standard,Cancelled,1439.99,115199.2,SHIP000935,SUP023,WH09,Bengaluru,Rail,2026-04-21,2026-05-11,2026-05-11,Delivered On Time,0,432.36,Product_0090,Industrial,2.14,SUP023,Supplier_023,China,Hanoi,11,2.9,0.97,Warehouse_09,Ahmedabad,Gujarat,59986,22,20,Yes
ORD000936,2025-12-22,CUST01134,PROD0131,WH12,187,Standard,Delivered,291.33,54478.71,SHIP000936,SUP026,WH12,Hyderabad,Air,2025-12-25,2026-01-08,2026-01-08,Delivered On Time,0,1680.67,Product_0131,Electronics,10.85,SUP026,Supplier_026,India,Bengaluru,3,4.2,0.9,Warehouse_12,Coimbatore,Tamil Nadu,84929,17,14,Yes
ORD000937,2025-07-12,CUST02242,PROD0161,WH05,8,Standard,Backordered,1467.02,11736.16,SHIP000937,SUP032,WH05,Vijayawada,Sea,2025-07-12,2025-07-28,2025-07-28,Delivered On Time,0,637.13,Product_0161,Home Appliances,23.24,SUP032,Supplier_032,India,Pune,14,4.5,1.05,Warehouse_05,Mumbai,Maharashtra,76373,16,16,Yes
ORD000938,2025-09-28,CUST01543,PROD0042,WH04,91,Express,Cancelled,974.47,88676.77,SHIP000938,SUP008,WH04,Chennai,Road,2025-09-28,2025-10-30,2025-11-02,Delivered Late,3,90.78,Product_0042,Home Appliances,14.79,SUP008,Supplier_008,Thailand,Shanghai,27,2.9,0.82,Warehouse_04,Bengaluru,Karnataka,94055,35,35,No
ORD000939,2025-04-24,CUST01968,PROD0013,WH07,210,Express,Delivered,2140.82,449572.2,SHIP000939,SUP014,WH07,Vijayawada,Rail,2025-04-27,2025-05-15,2025-05-15,Delivered On Time,0,394.51,Product_0013,Consumer Goods,21.26,SUP014,Supplier_014,Germany,Tokyo,17,3.8,1.06,Warehouse_07,Delhi,Delhi,88836,21,18,Yes
ORD000940,2026-06-07,CUST02903,PROD0029,WH03,258,Critical,Delivered,1651.85,426177.3,SHIP000940,SUP033,WH03,Pune,Road,2026-06-09,2026-06-25,2026-06-27,Delivered Late,2,118.6,Product_0029,Automotive,13.84,SUP033,Supplier_033,India,Berlin,10,3.3,0.78,Warehouse_03,Chennai,Tamil Nadu,83230,20,18,No
ORD000941,2025-02-24,CUST00799,PROD0009,WH04,41,Standard,Delivered,50.77,2081.57,SHIP000941,SUP021,WH04,Delhi,Road,2025-02-27,2025-04-05,2025-04-05,Delivered On Time,0,416.6,Product_0009,Electronics,24.92,SUP021,Supplier_021,Japan,Bengaluru,30,4.0,1.06,Warehouse_04,Bengaluru,Karnataka,94055,40,37,Yes
ORD000942,2025-03-06,CUST01964,PROD0032,WH09,215,Standard,Delivered,1611.41,346453.15,SHIP000942,SUP033,WH09,Hyderabad,Road,2025-03-07,2025-03-23,2025-03-26,Delivered Late,3,93.83,Product_0032,Electronics,10.15,SUP033,Supplier_033,India,Berlin,10,3.3,0.78,Warehouse_09,Ahmedabad,Gujarat,59986,20,19,No
ORD000943,2025-09-29,CUST02349,PROD0150,WH05,184,Express,Backordered,2229.49,410226.16,SHIP000943,SUP028,WH05,Delhi,Road,2025-09-30,2025-10-15,2025-10-15,Delivered On Time,0,421.39,Product_0150,Industrial,13.16,SUP028,Supplier_028,China,Hanoi,9,3.9,0.93,Warehouse_05,Mumbai,Maharashtra,76373,16,15,Yes
ORD000944,2026-05-17,CUST02616,PROD0086,WH10,241,Standard,Delivered,241.85,58285.85,SHIP000944,SUP040,WH10,Bengaluru,Road,2026-05-17,2026-05-28,2026-06-02,Delivered Late,5,191.64,Product_0086,Automotive,17.29,SUP040,Supplier_040,Thailand,Bengaluru,5,4.7,0.9,Warehouse_10,Jaipur,Rajasthan,44160,16,16,No
ORD000945,2025-12-28,CUST02720,PROD0058,WH07,106,Standard,Delivered,1746.39,185117.34,SHIP000945,SUP002,WH07,Delhi,Rail,2025-12-30,2026-01-25,2026-02-01,Delivered Late,7,186.65,Product_0058,Industrial,24.5,SUP002,Supplier_002,USA,Shanghai,18,3.0,0.86,Warehouse_07,Delhi,Delhi,88836,35,33,No
ORD000946,2025-05-26,CUST02197,PROD0057,WH02,22,Standard,Delivered,308.64,6790.08,SHIP000946,SUP022,WH02,Kolkata,Air,2025-05-27,2025-06-20,2025-06-21,Delivered Late,1,701.91,Product_0057,Electronics,11.53,SUP022,Supplier_022,Japan,Shanghai,15,3.7,1.17,Warehouse_02,Vijayawada,Andhra Pradesh,96218,26,25,No
ORD000947,2025-07-28,CUST00769,PROD0138,WH09,245,Express,Delivered,1628.29,398931.05,SHIP000947,SUP034,WH09,Bengaluru,Road,2025-07-30,2025-08-29,2025-08-31,Delivered Late,2,304.61,Product_0138,Home Appliances,24.66,SUP034,Supplier_034,Vietnam,Bengaluru,26,3.0,0.92,Warehouse_09,Ahmedabad,Gujarat,59986,34,32,No
ORD000948,2025-10-13,CUST01485,PROD0025,WH05,274,Express,In Transit,945.91,259179.34,SHIP000948,SUP038,WH05,Mumbai,Road,2025-10-15,2025-10-28,2025-10-30,Delivered Late,2,234.54,Product_0025,Electronics,13.06,SUP038,Supplier_038,USA,Mumbai,10,4.6,1.04,Warehouse_05,Mumbai,Maharashtra,76373,17,15,No
ORD000949,2025-01-10,CUST00139,PROD0190,WH05,79,Standard,Delivered,2167.17,171206.43,SHIP000949,SUP019,WH05,Kolkata,Road,2025-01-10,2025-02-16,2025-02-16,Delivered On Time,0,344.67,Product_0190,Industrial,10.35,SUP019,Supplier_019,China,Delhi,30,4.5,1.32,Warehouse_05,Mumbai,Maharashtra,76373,37,37,Yes
ORD000950,2025-07-05,CUST00861,PROD0191,WH04,23,Express,Backordered,127.37,2929.51,SHIP000950,SUP034,WH04,Mumbai,Air,2025-07-07,2025-08-10,2025-08-10,Delivered On Time,0,1056.77,Product_0191,Consumer Goods,8.79,SUP034,Supplier_034,Vietnam,Bengaluru,26,3.0,0.92,Warehouse_04,Bengaluru,Karnataka,94055,36,34,Yes
ORD000951,2026-07-28,CUST01860,PROD0076,WH08,111,Express,Cancelled,1890.04,209794.44,SHIP000951,SUP027,WH08,Chennai,Road,2026-07-30,2026-08-29,2026-08-29,Delivered On Time,0,196.78,Product_0076,Industrial,1.12,SUP027,Supplier_027,USA,Mumbai,27,3.5,1.05,Warehouse_08,Kolkata,West Bengal,92258,32,30,Yes
ORD000952,2026-08-20,CUST02340,PROD0115,WH11,130,Standard,Delivered,1770.01,230101.3,SHIP000952,SUP001,WH11,Chennai,Rail,2026-08-22,2026-09-13,2026-09-15,In Transit,2,410.91,Product_0115,Consumer Goods,6.8,SUP001,Supplier_001,Thailand,Chennai,16,4.5,1.23,Warehouse_11,Visakhapatnam,Andhra Pradesh,99111,26,24,No
ORD000953,2026-04-09,CUST00335,PROD0131,WH04,260,Standard,Delivered,291.33,75745.8,SHIP000953,SUP026,WH04,Delhi,Air,2026-04-09,2026-04-19,2026-04-26,Delivered Late,7,1006.58,Product_0131,Electronics,10.85,SUP026,Supplier_026,India,Bengaluru,3,4.2,0.9,Warehouse_04,Bengaluru,Karnataka,94055,17,17,No
ORD000954,2025-05-14,CUST02747,PROD0083,WH02,154,Standard,Delivered,982.17,151254.18,SHIP000954,SUP020,WH02,Delhi,Air,2025-05-17,2025-06-23,2025-06-24,Delivered Late,1,796.75,Product_0083,Consumer Goods,5.24,SUP020,Supplier_020,USA,Mumbai,30,3.9,0.94,Warehouse_02,Vijayawada,Andhra Pradesh,96218,41,38,No
