Order_ID,Order_Date,Customer_ID,Product_ID,Warehouse_ID,Quantity,Priority,Order_Status,Unit_Price,Order_Value
ORD002700,2025-08-06,CUST00240,PROD0066,WH03,124,Express,Delivered,2019.98,250477.52
ORD002701,2026-06-11,CUST00292,PROD0069,WH08,260,Critical,Delivered,939.46,244259.6
ORD002702,2026-02-08,CUST02865,PROD0115,WH04,210,Critical,Delivered,1770.01,371702.1
ORD002703,2025-10-17,CUST00082,PROD0167,WH11,45,Standard,Delivered,1147.31,51628.95
ORD002704,2026-02-24,CUST02608,PROD0105,WH02,272,Standard,Cancelled,887.02,241269.44
ORD002705,2025-12-05,CUST02918,PROD0098,WH07,227,Standard,Cancelled,1977.2,448824.4
ORD002706,2026-02-23,CUST02219,PROD0096,WH11,113,Standard,Cancelled,1884.65,212965.45
ORD002707,2025-07-26,CUST01798,PROD0157,WH08,30,Standard,Backordered,1579.06,47371.8
ORD002708,2025-09-22,CUST00977,PROD0046,WH11,276,Standard,Delivered,187.36,51711.36
ORD002709,2025-02-05,CUST00580,PROD0122,WH04,214,Express,Delivered,2368.91,506946.74
ORD002710,2026-01-08,CUST02574,PROD0031,WH06,87,Critical,Delivered,190.36,16561.32
ORD002711,2026-05-03,CUST02590,PROD0152,WH08,292,Standard,Delivered,2482.52,724895.84
ORD002712,2025-09-16,CUST02158,PROD0119,WH05,22,Standard,Delivered,945.06,20791.32
ORD002713,2026-06-15,CUST01800,PROD0126,WH09,21,Standard,Delivered,222.5,4672.5
ORD002714,2025-01-23,CUST01462,PROD0143,WH06,176,Standard,In Transit,724.99,127598.24
ORD002715,2025-04-14,CUST00322,PROD0148,WH06,261,Critical,Delivered,2425.15,632964.15
ORD002716,2025-08-29,CUST02948,PROD0132,WH12,168,Standard,Cancelled,1239.17,208180.56
ORD002717,2025-09-10,CUST00714,PROD0186,WH02,221,Critical,Delivered,1818.41,401868.61
ORD002718,2025-05-22,CUST02132,PROD0189,WH07,82,Standard,Backordered,2332.83,191292.06
ORD002719,2026-03-27,CUST02424,PROD0127,WH09,79,Express,Cancelled,1946.21,153750.59
ORD002720,2025-11-03,CUST01891,PROD0108,WH05,159,Standard,Cancelled,1907.35,303268.65
ORD002721,2026-05-15,CUST01280,PROD0138,WH05,143,Standard,Delivered,1628.29,232845.47
ORD002722,2025-01-08,CUST02634,PROD0041,WH12,45,Standard,Delivered,2354.54,105954.3
ORD002723,2025-03-10,CUST01679,PROD0053,WH11,236,Critical,Delivered,2114.52,499026.72
ORD002724,2026-07-29,CUST02148,PROD0087,WH05,170,Standard,Cancelled,808.49,137443.3
ORD002725,2025-03-09,CUST02177,PROD0199,WH01,225,Express,Delivered,2425.24,545679.0
ORD002726,2026-02-12,CUST00918,PROD0121,WH05,294,Express,Backordered,2034.81,598234.14
ORD002727,2026-06-02,CUST02267,PROD0076,WH10,280,Standard,Backordered,1890.04,529211.2
ORD002728,2025-04-29,CUST02525,PROD0048,WH08,91,Standard,Delivered,60.28,5485.48
ORD002729,2025-01-31,CUST01807,PROD0143,WH03,147,Standard,Delivered,724.99,106573.53
ORD002730,2026-06-02,CUST02070,PROD0135,WH09,281,Express,In Transit,154.91,43529.71
ORD002731,2026-04-28,CUST00560,PROD0072,WH09,70,Standard,Cancelled,2327.93,162955.1
ORD002732,2025-07-26,CUST00629,PROD0199,WH06,49,Standard,Cancelled,2425.24,118836.76
ORD002733,2026-08-02,CUST01353,PROD0171,WH04,17,Express,Delivered,1167.29,19843.93
ORD002734,2026-01-22,CUST01912,PROD0004,WH04,149,Standard,In Transit,1535.13,228734.37
ORD002735,2026-02-16,CUST01809,PROD0124,WH11,43,Critical,Delivered,1887.14,81147.02
ORD002736,2026-01-05,CUST02387,PROD0179,WH01,212,Express,Backordered,784.18,166246.16
ORD002737,2025-12-19,CUST01896,PROD0071,WH10,204,Standard,Backordered,861.9,175827.6
ORD002738,2025-12-02,CUST02227,PROD0126,WH05,205,Critical,Delivered,222.5,45612.5
ORD002739,2025-10-16,CUST02469,PROD0059,WH05,63,Standard,Delivered,1577.92,99408.96
ORD002740,2025-05-20,CUST01007,PROD0109,WH05,24,Standard,Delivered,1551.27,37230.48
ORD002741,2025-10-27,CUST00049,PROD0041,WH12,33,Critical,Delivered,2354.54,77699.82
ORD002742,2025-01-13,CUST01851,PROD0189,WH01,209,Standard,Delivered,2332.83,487561.47
ORD002743,2026-03-04,CUST01930,PROD0030,WH01,273,Standard,Delivered,419.89,114629.97
ORD002744,2026-02-04,CUST02815,PROD0123,WH10,176,Express,Delivered,2465.21,433876.96
ORD002745,2025-04-19,CUST02078,PROD0146,WH12,44,Express,Delivered,2408.61,105978.84
ORD002746,2026-04-30,CUST02133,PROD0030,WH02,153,Standard,Delivered,419.89,64243.17
ORD002747,2025-12-22,CUST02837,PROD0135,WH01,188,Critical,Delivered,154.91,29123.08
ORD002748,2025-05-29,CUST01526,PROD0052,WH08,285,Critical,Cancelled,807.65,230180.25
ORD002749,2025-11-03,CUST01570,PROD0176,WH12,12,Standard,Delivered,2465.73,29588.76
ORD002750,2026-06-17,CUST00329,PROD0023,WH12,137,Express,Backordered,1593.21,218269.77
ORD002751,2025-03-01,CUST02658,PROD0124,WH04,86,Standard,Delivered,1887.14,162294.04
ORD002752,2026-03-11,CUST00434,PROD0165,WH06,53,Standard,Backordered,2376.77,125968.81
ORD002753,2025-01-21,CUST00588,PROD0071,WH08,61,Express,Delivered,861.9,52575.9
ORD002754,2026-01-17,CUST01711,PROD0103,WH05,113,Express,In Transit,1112.2,125678.6
ORD002755,2025-09-02,CUST01877,PROD0053,WH06,108,Standard,In Transit,2114.52,228368.16
ORD002756,2025-03-14,CUST01273,PROD0105,WH04,67,Express,In Transit,887.02,59430.34
ORD002757,2026-03-25,CUST01876,PROD0173,WH06,122,Standard,Delivered,1465.39,178777.58
ORD002758,2025-03-17,CUST02738,PROD0177,WH06,254,Standard,Delivered,1749.93,444482.22
ORD002759,2026-08-13,CUST02046,PROD0049,WH03,5,Standard,In Transit,249.69,1248.45
ORD002760,2026-01-25,CUST01599,PROD0111,WH04,235,Critical,Cancelled,224.01,52642.35
ORD002761,2026-07-31,CUST02473,PROD0175,WH06,39,Express,Delivered,2436.37,95018.43
ORD002762,2025-12-08,CUST02818,PROD0107,WH08,200,Standard,Delivered,370.33,74066.0
ORD002763,2025-10-17,CUST00512,PROD0153,WH07,170,Standard,In Transit,198.38,33724.6
ORD002764,2026-07-22,CUST01409,PROD0091,WH04,21,Critical,In Transit,1585.12,33287.52
ORD002765,2025-11-27,CUST01412,PROD0155,WH03,175,Critical,In Transit,2423.72,424151.0
ORD002766,2025-09-16,CUST01839,PROD0140,WH11,74,Standard,Delivered,1464.67,108385.58
ORD002767,2026-03-02,CUST01012,PROD0151,WH08,284,Express,In Transit,1326.34,376680.56
ORD002768,2025-01-06,CUST01473,PROD0017,WH06,149,Express,Backordered,1236.67,184263.83
ORD002769,2025-01-06,CUST00564,PROD0044,WH12,113,Express,Cancelled,2264.8,255922.4
ORD002770,2025-07-10,CUST00303,PROD0071,WH08,284,Critical,Cancelled,861.9,244779.6
ORD002771,2025-05-28,CUST02147,PROD0125,WH09,86,Express,Cancelled,950.01,81700.86
ORD002772,2026-02-09,CUST01330,PROD0152,WH09,102,Express,Cancelled,2482.52,253217.04
ORD002773,2025-09-15,CUST02605,PROD0199,WH10,19,Express,Backordered,2425.24,46079.56
ORD002774,2026-04-24,CUST02090,PROD0093,WH11,63,Critical,Backordered,743.63,46848.69
ORD002775,2025-03-31,CUST02516,PROD0060,WH09,116,Standard,Delivered,2195.52,254680.32
ORD002776,2025-01-10,CUST02488,PROD0053,WH10,180,Standard,In Transit,2114.52,380613.6
ORD002777,2025-03-28,CUST02375,PROD0074,WH01,38,Express,Delivered,1081.05,41079.9
ORD002778,2025-05-31,CUST02617,PROD0144,WH12,92,Standard,Delivered,2173.47,199959.24
ORD002779,2025-01-30,CUST02024,PROD0107,WH03,173,Express,Delivered,370.33,64067.09
ORD002780,2025-05-08,CUST02081,PROD0098,WH09,205,Critical,Delivered,1977.2,405326.0
ORD002781,2025-03-19,CUST00412,PROD0025,WH04,9,Express,Delivered,945.91,8513.19
ORD002782,2026-02-25,CUST01650,PROD0066,WH10,9,Standard,In Transit,2019.98,18179.82
ORD002783,2025-02-24,CUST02860,PROD0050,WH12,21,Standard,Delivered,1712.27,35957.67
ORD002784,2026-04-25,CUST00508,PROD0069,WH02,24,Critical,Delivered,939.46,22547.04
ORD002785,2025-11-01,CUST00056,PROD0078,WH01,95,Standard,Backordered,2257.84,214494.8
ORD002786,2026-06-30,CUST01748,PROD0168,WH05,192,Standard,Cancelled,1556.03,298757.76
ORD002787,2025-04-15,CUST02594,PROD0134,WH04,296,Standard,Backordered,1179.62,349167.52
ORD002788,2025-06-21,CUST00196,PROD0064,WH05,180,Standard,Backordered,455.94,82069.2
ORD002789,2026-05-14,CUST02461,PROD0028,WH11,131,Standard,Backordered,2143.38,280782.78
ORD002790,2025-01-22,CUST02685,PROD0009,WH05,21,Express,Backordered,50.77,1066.17
ORD002791,2025-10-14,CUST01791,PROD0006,WH08,8,Critical,Delivered,630.61,5044.88
ORD002792,2026-01-26,CUST01681,PROD0145,WH06,201,Critical,Delivered,570.64,114698.64
ORD002793,2025-05-29,CUST01107,PROD0168,WH03,14,Critical,Delivered,1556.03,21784.42
ORD002794,2025-09-29,CUST02790,PROD0099,WH09,36,Standard,Cancelled,241.65,8699.4
ORD002795,2025-10-26,CUST02185,PROD0173,WH08,164,Standard,Delivered,1465.39,240323.96
ORD002796,2025-06-21,CUST00539,PROD0082,WH09,45,Standard,Delivered,2240.38,100817.1
ORD002797,2025-02-16,CUST00689,PROD0119,WH04,144,Critical,In Transit,945.06,136088.64
ORD002798,2025-07-26,CUST00719,PROD0171,WH08,11,Standard,Delivered,1167.29,12840.19
ORD002799,2026-03-29,CUST02981,PROD0174,WH11,212,Express,Delivered,208.17,44132.04
ORD002800,2026-01-30,CUST00306,PROD0191,WH03,113,Standard,Delivered,127.37,14392.81
ORD002801,2025-10-28,CUST01335,PROD0129,WH05,11,Critical,Delivered,1069.19,11761.09
ORD002802,2025-06-25,CUST00388,PROD0187,WH07,166,Standard,Cancelled,1539.34,255530.44
ORD002803,2025-04-20,CUST00725,PROD0063,WH01,258,Standard,Cancelled,715.86,184691.88
ORD002804,2025-07-21,CUST02040,PROD0125,WH01,54,Standard,Backordered,950.01,51300.54
ORD002805,2025-06-17,CUST01890,PROD0018,WH03,93,Standard,Delivered,1191.58,110816.94
ORD002806,2025-03-27,CUST00915,PROD0086,WH04,263,Standard,Delivered,241.85,63606.55
ORD002807,2025-02-20,CUST02597,PROD0193,WH01,296,Critical,Backordered,950.51,281350.96
ORD002808,2025-04-22,CUST02554,PROD0020,WH08,45,Express,Delivered,1093.12,49190.4
ORD002809,2026-04-08,CUST02436,PROD0184,WH02,217,Critical,In Transit,2059.01,446805.17
ORD002810,2026-03-18,CUST02341,PROD0182,WH11,189,Standard,Delivered,419.1,79209.9
ORD002811,2025-09-28,CUST00179,PROD0048,WH05,107,Critical,Delivered,60.28,6449.96
ORD002812,2026-07-31,CUST02720,PROD0054,WH06,290,Critical,Delivered,72.83,21120.7
ORD002813,2025-12-10,CUST01904,PROD0102,WH11,8,Standard,Delivered,1380.58,11044.64
ORD002814,2025-07-02,CUST01705,PROD0089,WH06,32,Express,Delivered,2377.26,76072.32
ORD002815,2026-05-18,CUST00080,PROD0144,WH06,168,Express,In Transit,2173.47,365142.96
ORD002816,2025-01-10,CUST00447,PROD0148,WH11,37,Critical,In Transit,2425.15,89730.55
ORD002817,2026-05-09,CUST00766,PROD0047,WH01,231,Standard,Delivered,265.43,61314.33
ORD002818,2025-08-22,CUST01089,PROD0135,WH03,183,Standard,Delivered,154.91,28348.53
ORD002819,2025-10-25,CUST01396,PROD0151,WH03,292,Standard,In Transit,1326.34,387291.28
ORD002820,2025-09-01,CUST02551,PROD0161,WH08,246,Standard,Backordered,1467.02,360886.92
ORD002821,2026-05-24,CUST00570,PROD0168,WH06,10,Standard,Delivered,1556.03,15560.3
ORD002822,2025-12-17,CUST00096,PROD0110,WH02,70,Standard,Delivered,266.29,18640.3
ORD002823,2025-09-24,CUST01557,PROD0005,WH01,237,Standard,Delivered,1057.71,250677.27
ORD002824,2025-07-20,CUST01284,PROD0173,WH04,118,Standard,Cancelled,1465.39,172916.02
ORD002825,2025-08-27,CUST02633,PROD0111,WH01,217,Standard,Delivered,224.01,48610.17
ORD002826,2025-11-30,CUST00248,PROD0041,WH05,191,Standard,Cancelled,2354.54,449717.14
ORD002827,2026-02-19,CUST02175,PROD0136,WH12,239,Express,Delivered,310.26,74152.14
ORD002828,2026-04-29,CUST02547,PROD0082,WH11,206,Express,Delivered,2240.38,461518.28
ORD002829,2026-03-13,CUST02094,PROD0178,WH08,222,Critical,Cancelled,1347.2,299078.4
ORD002830,2025-09-03,CUST00982,PROD0031,WH10,146,Critical,Delivered,190.36,27792.56
ORD002831,2025-01-08,CUST00268,PROD0004,WH02,189,Critical,Delivered,1535.13,290139.57
ORD002832,2025-06-01,CUST01664,PROD0194,WH08,238,Express,Delivered,2029.23,482956.74
ORD002833,2026-01-27,CUST01566,PROD0056,WH08,292,Express,Cancelled,715.41,208899.72
ORD002834,2025-07-30,CUST02142,PROD0005,WH06,223,Standard,Delivered,1057.71,235869.33
ORD002835,2026-01-02,CUST00736,PROD0081,WH08,246,Standard,Backordered,810.32,199338.72
ORD002836,2026-07-24,CUST02660,PROD0054,WH02,247,Express,Delivered,72.83,17989.01
ORD002837,2025-03-27,CUST02119,PROD0124,WH07,38,Standard,Delivered,1887.14,71711.32
ORD002838,2025-02-24,CUST02641,PROD0096,WH12,207,Standard,Delivered,1884.65,390122.55
ORD002839,2026-03-22,CUST00449,PROD0093,WH08,187,Standard,Delivered,743.63,139058.81
ORD002840,2025-10-31,CUST01934,PROD0080,WH04,92,Standard,Cancelled,2068.75,190325.0
ORD002841,2025-05-12,CUST01836,PROD0001,WH09,6,Standard,In Transit,2387.84,14327.04
ORD002842,2026-02-25,CUST00620,PROD0073,WH11,133,Standard,Backordered,2148.16,285705.28
ORD002843,2026-01-20,CUST00614,PROD0061,WH06,92,Standard,Backordered,1841.65,169431.8
ORD002844,2025-07-17,CUST01434,PROD0126,WH12,1,Standard,Delivered,222.5,222.5
ORD002845,2025-02-16,CUST02139,PROD0007,WH03,270,Standard,In Transit,899.59,242889.3
ORD002846,2025-07-22,CUST01533,PROD0158,WH04,83,Standard,In Transit,1743.94,144747.02
ORD002847,2025-09-18,CUST00877,PROD0125,WH12,287,Standard,Delivered,950.01,272652.87
ORD002848,2025-01-24,CUST02576,PROD0015,WH04,179,Standard,Delivered,1193.32,213604.28
ORD002849,2025-12-06,CUST01134,PROD0108,WH01,147,Standard,Delivered,1907.35,280380.45
ORD002850,2026-02-16,CUST00775,PROD0004,WH10,102,Standard,In Transit,1535.13,156583.26
ORD002851,2025-09-18,CUST00672,PROD0063,WH01,288,Critical,Backordered,715.86,206167.68
ORD002852,2025-10-13,CUST02813,PROD0070,WH01,31,Standard,Delivered,1944.39,60276.09
ORD002853,2026-05-28,CUST01631,PROD0038,WH04,154,Standard,Delivered,1613.57,248489.78
ORD002854,2025-03-27,CUST02048,PROD0175,WH01,48,Standard,Cancelled,2436.37,116945.76
ORD002855,2026-03-06,CUST00361,PROD0188,WH06,41,Express,Delivered,1054.33,43227.53
ORD002856,2026-08-04,CUST02426,PROD0002,WH02,153,Standard,Delivered,1848.67,282846.51
ORD002857,2025-01-31,CUST02393,PROD0197,WH01,182,Standard,In Transit,1491.41,271436.62
ORD002858,2026-08-26,CUST00798,PROD0008,WH07,232,Standard,Delivered,1898.25,440394.0
ORD002859,2026-03-16,CUST01784,PROD0051,WH06,121,Express,Delivered,191.9,23219.9
ORD002860,2025-12-15,CUST02503,PROD0117,WH01,185,Standard,Delivered,225.82,41776.7
ORD002861,2026-02-16,CUST02956,PROD0112,WH12,120,Express,Delivered,1756.91,210829.2
ORD002862,2026-06-12,CUST00067,PROD0019,WH10,226,Standard,Delivered,445.41,100662.66
ORD002863,2025-11-06,CUST01582,PROD0094,WH12,112,Critical,Backordered,831.73,93153.76
ORD002864,2026-01-31,CUST02091,PROD0031,WH09,195,Standard,In Transit,190.36,37120.2
ORD002865,2025-12-04,CUST02277,PROD0080,WH06,297,Express,Backordered,2068.75,614418.75
ORD002866,2026-03-13,CUST01975,PROD0102,WH02,26,Standard,Delivered,1380.58,35895.08
ORD002867,2025-12-31,CUST01837,PROD0022,WH07,194,Standard,Cancelled,1545.39,299805.66
ORD002868,2025-04-23,CUST00234,PROD0033,WH03,19,Standard,In Transit,80.88,1536.72
ORD002869,2025-06-25,CUST01223,PROD0200,WH07,25,Standard,In Transit,2107.67,52691.75
ORD002870,2025-05-29,CUST02545,PROD0165,WH09,47,Critical,In Transit,2376.77,111708.19
ORD002871,2025-06-27,CUST02896,PROD0140,WH05,199,Standard,Delivered,1464.67,291469.33
ORD002872,2026-01-17,CUST01056,PROD0114,WH01,264,Express,In Transit,2057.32,543132.48
ORD002873,2025-08-11,CUST02161,PROD0197,WH05,3,Standard,Cancelled,1491.41,4474.23
ORD002874,2025-09-16,CUST00973,PROD0064,WH08,239,Standard,Backordered,455.94,108969.66
ORD002875,2025-07-08,CUST01854,PROD0153,WH08,289,Express,Delivered,198.38,57331.82
ORD002876,2025-11-02,CUST00459,PROD0182,WH03,22,Standard,Delivered,419.1,9220.2
ORD002877,2026-01-13,CUST01170,PROD0029,WH04,30,Standard,Delivered,1651.85,49555.5
ORD002878,2026-08-25,CUST01381,PROD0013,WH12,47,Critical,In Transit,2140.82,100618.54
ORD002879,2025-12-09,CUST00006,PROD0026,WH08,270,Express,Delivered,1570.26,423970.2
ORD002880,2025-06-05,CUST00494,PROD0022,WH08,270,Standard,Backordered,1545.39,417255.3
ORD002881,2025-02-24,CUST02119,PROD0093,WH07,152,Standard,In Transit,743.63,113031.76
ORD002882,2026-03-18,CUST00939,PROD0076,WH06,226,Standard,Delivered,1890.04,427149.04
ORD002883,2025-07-19,CUST01364,PROD0110,WH04,248,Critical,Cancelled,266.29,66039.92
ORD002884,2026-02-07,CUST02722,PROD0092,WH10,171,Standard,Cancelled,1129.39,193125.69
ORD002885,2026-08-26,CUST01057,PROD0073,WH09,237,Standard,Backordered,2148.16,509113.92
ORD002886,2025-06-26,CUST00143,PROD0119,WH02,236,Critical,Delivered,945.06,223034.16
ORD002887,2026-03-25,CUST00736,PROD0010,WH02,259,Critical,Delivered,303.44,78590.96
ORD002888,2026-06-25,CUST02774,PROD0048,WH01,279,Critical,Delivered,60.28,16818.12
ORD002889,2025-10-28,CUST01704,PROD0170,WH11,148,Standard,Cancelled,482.48,71407.04
ORD002890,2025-11-03,CUST01885,PROD0090,WH12,109,Standard,Delivered,1439.99,156958.91
ORD002891,2025-09-24,CUST02265,PROD0187,WH03,143,Standard,Delivered,1539.34,220125.62
ORD002892,2025-08-02,CUST01925,PROD0181,WH03,299,Standard,In Transit,1716.56,513251.44
ORD002893,2026-08-17,CUST02482,PROD0168,WH04,71,Standard,Backordered,1556.03,110478.13
ORD002894,2026-04-28,CUST01891,PROD0190,WH03,126,Standard,Delivered,2167.17,273063.42
ORD002895,2025-09-19,CUST02882,PROD0006,WH10,82,Standard,Cancelled,630.61,51710.02
ORD002896,2025-03-08,CUST02768,PROD0132,WH06,41,Standard,Backordered,1239.17,50805.97
ORD002897,2026-07-28,CUST00942,PROD0091,WH09,259,Critical,In Transit,1585.12,410546.08
ORD002898,2025-05-13,CUST01616,PROD0055,WH08,144,Standard,Delivered,2038.95,293608.8
ORD002899,2026-06-24,CUST02955,PROD0126,WH06,171,Express,Delivered,222.5,38047.5
ORD002900,2026-05-27,CUST01916,PROD0197,WH08,279,Express,Delivered,1491.41,416103.39
ORD002901,2025-07-30,CUST01969,PROD0131,WH08,143,Express,In Transit,291.33,41660.19
ORD002902,2025-09-10,CUST00055,PROD0007,WH10,127,Critical,Delivered,899.59,114247.93
ORD002903,2025-02-07,CUST01472,PROD0088,WH06,58,Critical,Delivered,2375.9,137802.2
ORD002904,2025-02-12,CUST01059,PROD0086,WH02,168,Standard,Delivered,241.85,40630.8
ORD002905,2026-02-09,CUST02909,PROD0140,WH05,118,Critical,In Transit,1464.67,172831.06
ORD002906,2025-02-15,CUST01007,PROD0099,WH04,166,Standard,Delivered,241.65,40113.9
ORD002907,2026-03-30,CUST01221,PROD0145,WH12,82,Express,Backordered,570.64,46792.48
ORD002908,2025-11-01,CUST00566,PROD0195,WH06,134,Standard,Delivered,2468.38,330762.92
ORD002909,2025-08-21,CUST00771,PROD0075,WH02,46,Standard,Delivered,1880.91,86521.86
ORD002910,2025-09-02,CUST01798,PROD0198,WH04,262,Critical,Delivered,961.51,251915.62
ORD002911,2025-10-22,CUST01879,PROD0107,WH08,123,Express,Delivered,370.33,45550.59
ORD002912,2026-01-18,CUST00878,PROD0164,WH01,222,Express,Delivered,713.19,158328.18
ORD002913,2025-06-07,CUST02872,PROD0145,WH03,92,Standard,Backordered,570.64,52498.88
ORD002914,2026-02-09,CUST00514,PROD0086,WH04,19,Standard,Delivered,241.85,4595.15
ORD002915,2025-01-01,CUST01618,PROD0001,WH02,270,Express,Delivered,2387.84,644716.8
ORD002916,2025-08-05,CUST02910,PROD0120,WH12,65,Critical,Backordered,936.05,60843.25
ORD002917,2026-05-22,CUST00422,PROD0067,WH02,219,Critical,Cancelled,2476.41,542333.79
ORD002918,2026-08-04,CUST01976,PROD0099,WH06,157,Express,Delivered,241.65,37939.05
ORD002919,2025-01-30,CUST00517,PROD0049,WH06,153,Standard,Delivered,249.69,38202.57
ORD002920,2026-06-04,CUST02033,PROD0051,WH03,247,Standard,Delivered,191.9,47399.3
ORD002921,2025-10-02,CUST00705,PROD0071,WH08,199,Standard,Delivered,861.9,171518.1
ORD002922,2026-05-07,CUST01674,PROD0120,WH12,231,Express,In Transit,936.05,216227.55
ORD002923,2025-02-05,CUST02857,PROD0171,WH03,16,Standard,Delivered,1167.29,18676.64
ORD002924,2025-11-07,CUST02092,PROD0112,WH02,108,Critical,Cancelled,1756.91,189746.28
ORD002925,2025-02-13,CUST00858,PROD0031,WH05,274,Standard,Backordered,190.36,52158.64
ORD002926,2025-06-04,CUST02849,PROD0024,WH07,184,Standard,In Transit,127.58,23474.72
ORD002927,2025-03-18,CUST00219,PROD0037,WH01,184,Express,Delivered,979.6,180246.4
ORD002928,2026-08-13,CUST00568,PROD0193,WH02,69,Standard,Backordered,950.51,65585.19
ORD002929,2026-03-14,CUST01778,PROD0063,WH02,250,Standard,Delivered,715.86,178965.0
ORD002930,2026-03-08,CUST02956,PROD0056,WH08,218,Critical,Backordered,715.41,155959.38
ORD002931,2026-06-26,CUST00258,PROD0018,WH10,88,Critical,Cancelled,1191.58,104859.04
ORD002932,2025-02-08,CUST01537,PROD0106,WH06,272,Critical,Delivered,305.91,83207.52
ORD002933,2025-08-27,CUST00961,PROD0193,WH04,217,Standard,Delivered,950.51,206260.67
ORD002934,2025-01-13,CUST01401,PROD0157,WH04,180,Standard,Delivered,1579.06,284230.8
ORD002935,2025-05-02,CUST00893,PROD0077,WH05,125,Critical,Delivered,271.26,33907.5
ORD002936,2025-05-24,CUST02337,PROD0004,WH03,183,Standard,In Transit,1535.13,280928.79
ORD002937,2026-03-31,CUST00972,PROD0121,WH12,200,Express,In Transit,2034.81,406962.0
ORD002938,2026-01-03,CUST00103,PROD0140,WH04,184,Express,In Transit,1464.67,269499.28
ORD002939,2025-09-04,CUST02852,PROD0184,WH12,297,Express,Delivered,2059.01,611525.97
ORD002940,2025-02-14,CUST01108,PROD0048,WH04,224,Standard,Delivered,60.28,13502.72
ORD002941,2026-01-10,CUST01956,PROD0147,WH07,89,Express,In Transit,45.2,4022.8
ORD002942,2025-10-18,CUST01050,PROD0026,WH07,225,Express,Delivered,1570.26,353308.5
ORD002943,2025-07-26,CUST01759,PROD0108,WH01,118,Standard,Delivered,1907.35,225067.3
ORD002944,2026-06-03,CUST01446,PROD0038,WH12,156,Standard,Delivered,1613.57,251716.92
ORD002945,2025-08-30,CUST01678,PROD0080,WH03,159,Standard,Cancelled,2068.75,328931.25
ORD002946,2025-04-24,CUST02350,PROD0153,WH09,183,Standard,Delivered,198.38,36303.54
ORD002947,2025-10-29,CUST01322,PROD0184,WH06,202,Standard,Backordered,2059.01,415920.02
ORD002948,2025-10-03,CUST01079,PROD0028,WH06,66,Express,Cancelled,2143.38,141463.08
ORD002949,2025-04-06,CUST00056,PROD0061,WH04,46,Standard,Delivered,1841.65,84715.9
ORD002950,2025-10-21,CUST01015,PROD0089,WH10,260,Standard,Backordered,2377.26,618087.6
ORD002951,2025-12-26,CUST02422,PROD0089,WH09,244,Standard,Delivered,2377.26,580051.44
ORD002952,2025-10-15,CUST00831,PROD0179,WH12,156,Standard,In Transit,784.18,122332.08
ORD002953,2025-06-03,CUST00920,PROD0140,WH03,249,Standard,Cancelled,1464.67,364702.83
ORD002954,2026-07-24,CUST00457,PROD0008,WH08,95,Critical,Backordered,1898.25,180333.75
ORD002955,2026-02-27,CUST00132,PROD0122,WH06,255,Standard,Backordered,2368.91,604072.05
ORD002956,2025-02-19,CUST00493,PROD0103,WH12,201,Standard,Cancelled,1112.2,223552.2
ORD002957,2025-07-26,CUST01578,PROD0186,WH02,134,Standard,Delivered,1818.41,243666.94
ORD002958,2026-07-18,CUST01888,PROD0088,WH03,153,Standard,Cancelled,2375.9,363512.7
ORD002959,2026-07-19,CUST02158,PROD0023,WH01,255,Standard,Delivered,1593.21,406268.55
ORD002960,2025-08-01,CUST00582,PROD0037,WH03,260,Standard,In Transit,979.6,254696.0
ORD002961,2025-03-07,CUST00796,PROD0011,WH04,240,Critical,Delivered,129.32,31036.8
ORD002962,2025-08-20,CUST01884,PROD0017,WH06,152,Standard,Delivered,1236.67,187973.84
ORD002963,2025-11-16,CUST01203,PROD0184,WH10,91,Express,Cancelled,2059.01,187369.91
ORD002964,2025-05-17,CUST01949,PROD0181,WH07,240,Critical,Cancelled,1716.56,411974.4
ORD002965,2026-07-20,CUST00810,PROD0195,WH03,183,Critical,Cancelled,2468.38,451713.54
ORD002966,2025-03-06,CUST02934,PROD0130,WH11,259,Express,Cancelled,2267.29,587228.11
ORD002967,2026-05-29,CUST00773,PROD0029,WH07,286,Critical,Delivered,1651.85,472429.1
ORD002968,2025-05-12,CUST01125,PROD0057,WH04,76,Standard,Delivered,308.64,23456.64
ORD002969,2025-11-30,CUST02985,PROD0162,WH01,297,Express,Delivered,2254.38,669550.86
ORD002970,2025-02-01,CUST00573,PROD0078,WH01,183,Standard,In Transit,2257.84,413184.72
ORD002971,2026-05-13,CUST01207,PROD0122,WH08,59,Critical,In Transit,2368.91,139765.69
ORD002972,2025-08-31,CUST00809,PROD0112,WH10,40,Standard,Delivered,1756.91,70276.4
ORD002973,2025-07-11,CUST00879,PROD0093,WH07,45,Express,Delivered,743.63,33463.35
ORD002974,2025-05-22,CUST02461,PROD0002,WH04,15,Standard,Backordered,1848.67,27730.05
ORD002975,2026-08-24,CUST01742,PROD0124,WH01,220,Critical,Delivered,1887.14,415170.8
ORD002976,2026-07-15,CUST00830,PROD0031,WH06,273,Standard,Delivered,190.36,51968.28
ORD002977,2025-07-10,CUST02614,PROD0117,WH11,187,Critical,Delivered,225.82,42228.34
ORD002978,2025-05-29,CUST01716,PROD0113,WH12,25,Standard,In Transit,195.82,4895.5
ORD002979,2026-08-22,CUST02152,PROD0044,WH11,299,Standard,Backordered,2264.8,677175.2
ORD002980,2026-02-20,CUST01150,PROD0127,WH10,192,Standard,Cancelled,1946.21,373672.32
